$33GGA,173825.00,4433.9701341,N,12316.3516627,W,4,08,1.3,48.365,M,,,0.73,0244*17
$22GGA,173829.00,4433.9702579,N,12316.3519933,W,4,08,1.3,48.381,M,,,0.34,0244*19
$11GGA,173830.00,4433.9703829,N,12316.3523346,W,4,06,2.0,48.338,M,,,0.65,0244*11
$33GGA,173826.00,4433.9701326,N,12316.3516637,W,4,08,1.3,48.363,M,,,0.50,0244*13
$22GGA,173830.00,4433.9702557,N,12316.3519914,W,4,08,1.3,48.376,M,,,0.67,0244*16
$11GGA,173831.00,4433.9703851,N,12316.3523338,W,4,06,2.0,48.344,M,,,1.65,0244*1C
$33GGA,173827.00,4433.9701337,N,12316.3516630,W,4,08,1.3,48.362,M,,,0.71,0244*17
$22GGA,173831.00,4433.9702566,N,12316.3519926,W,4,08,1.3,48.369,M,,,0.38,0244*10
$11GGA,173832.00,4433.9703854,N,12316.3523336,W,4,06,2.0,48.332,M,,,0.37,0244*13
$33GGA,173828.00,4433.9701316,N,12316.3516619,W,4,08,1.3,48.365,M,,,0.47,0244*12
$22GGA,173832.00,4433.9702568,N,12316.3519933,W,4,08,1.3,48.361,M,,,0.69,0244*15
$11GGA,173833.00,4433.9703857,N,12316.3523338,W,4,06,2.0,48.338,M,,,0.75,0244*13
$33GGA,173829.00,4433.9701336,N,12316.3516646,W,4,08,1.3,48.359,M,,,0.26,0244*13
$22GGA,173833.00,4433.9702536,N,12316.3519957,W,4,08,1.3,48.351,M,,,0.57,0244*13
$11GGA,173834.00,4433.9703877,N,12316.3523344,W,4,06,2.0,48.337,M,,,0.59,0244*1C
$33GGA,173830.00,4433.9701344,N,12316.3516663,W,4,07,1.8,48.363,M,,,0.69,0244*1F
$22GGA,173834.00,4433.9702582,N,12316.3519939,W,4,08,1.3,48.371,M,,,0.30,0244*10
$11GGA,173835.00,4433.9703880,N,12316.3523338,W,4,06,2.0,48.343,M,,,0.38,0244*1A
$33GGA,173831.00,4433.9701335,N,12316.3516651,W,4,07,1.8,48.362,M,,,0.39,0244*1D
$22GGA,173835.00,4433.9702550,N,12316.3519942,W,4,08,1.3,48.354,M,,,0.73,0244*12
$11GGA,173836.00,4433.9703847,N,12316.3523325,W,4,06,2.0,48.345,M,,,0.74,0244*10
$33GGA,173832.00,4433.9701355,N,12316.3516660,W,4,07,1.8,48.355,M,,,0.70,0244*13
$22GGA,173836.00,4433.9702518,N,12316.3519945,W,4,08,1.3,48.359,M,,,0.48,0244*1F
$11GGA,173837.00,4433.9703864,N,12316.3523333,W,4,06,2.0,48.344,M,,,0.57,0244*17
$33GGA,173833.00,4433.9701320,N,12316.3516663,W,4,07,1.8,48.354,M,,,0.55,0244*15
$22GGA,173837.00,4433.9702511,N,12316.3519933,W,4,08,1.3,48.354,M,,,0.30,0244*14
$11GGA,173838.00,4433.9703851,N,12316.3523325,W,4,06,2.0,48.341,M,,,0.34,0244*19
$33GGA,173834.00,4433.9701344,N,12316.3516660,W,4,07,1.8,48.363,M,,,0.29,0244*1C
$22GGA,173838.00,4433.9702518,N,12316.3519911,W,4,08,1.3,48.359,M,,,0.71,0244*1A
$11GGA,173839.00,4433.9703849,N,12316.3523328,W,4,06,2.0,48.337,M,,,0.75,0244*18
$33GGA,173835.00,4433.9701325,N,12316.3516655,W,4,07,1.8,48.358,M,,,0.71,0244*19
$22GGA,173839.00,4433.9702506,N,12316.3519926,W,4,08,1.3,48.351,M,,,0.34,0244*19
$11GGA,173840.00,4433.9703861,N,12316.3523328,W,4,06,2.0,48.347,M,,,0.65,0244*1A
$33GGA,173836.00,4433.9701282,N,12316.3516648,W,4,07,1.8,48.357,M,,,0.50,0244*16
$22GGA,173840.00,4433.9702529,N,12316.3519944,W,4,08,1.3,48.351,M,,,0.67,0244*18
$11GGA,173841.00,4433.9703746,N,12316.3523364,W,4,07,1.8,48.317,M,,,0.40,0244*11
$33GGA,173837.00,4433.9701274,N,12316.3516656,W,4,07,1.8,48.358,M,,,0.71,0244*1D
$22GGA,173841.00,4433.9702486,N,12316.3519947,W,4,08,1.3,48.348,M,,,0.49,0244*1A
$11GGA,173842.00,4433.9703755,N,12316.3523356,W,4,07,1.8,48.316,M,,,0.75,0244*16
$33GGA,173838.00,4433.9701260,N,12316.3516641,W,4,07,1.8,48.352,M,,,0.51,0244*19
$22GGA,173842.00,4433.9702492,N,12316.3519934,W,4,08,1.3,48.345,M,,,0.24,0244*1E
$11GGA,173843.00,4433.9703770,N,12316.3523366,W,4,07,1.8,48.318,M,,,0.61,0244*18
$33GGA,173839.00,4433.9701242,N,12316.3516651,W,4,08,1.3,48.343,M,,,0.26,0244*1D
$22GGA,173843.00,4433.9702520,N,12316.3519930,W,4,08,1.3,48.349,M,,,0.69,0244*16
$11GGA,173844.00,4433.9703703,N,12316.3523370,W,4,07,1.8,48.319,M,,,0.38,0244*11
$33GGA,173840.00,4433.9701240,N,12316.3516648,W,4,08,1.3,48.345,M,,,0.68,0244*15
$22GGA,173844.00,4433.9702470,N,12316.3519936,W,4,08,1.3,48.350,M,,,0.44,0244*14
$11GGA,173845.00,4433.9703700,N,12316.3523356,W,4,07,1.8,48.331,M,,,0.75,0244*14
$33GGA,173841.00,4433.9701226,N,12316.3516648,W,4,08,1.3,48.343,M,,,0.43,0244*1B
$22GGA,173845.00,4433.9702484,N,12316.3519924,W,4,08,1.3,48.365,M,,,0.71,0244*1D
$11GGA,173846.00,4433.9703692,N,12316.3523378,W,4,07,1.8,48.325,M,,,0.67,0244*17
$33GGA,173842.00,4433.9701230,N,12316.3516649,W,4,08,1.3,48.338,M,,,0.72,0244*10
$22GGA,173846.00,4433.9702482,N,12316.3519936,W,4,08,1.3,48.364,M,,,0.52,0244*1B
$11GGA,173847.00,4433.9703664,N,12316.3523379,W,4,07,1.8,48.329,M,,,0.46,0244*11
$33GGA,173843.00,4433.9701255,N,12316.3516646,W,4,08,1.3,48.342,M,,,0.55,0244*15
$22GGA,173847.00,4433.9702485,N,12316.3519938,W,4,08,1.3,48.365,M,,,0.26,0244*11
$11GGA,173848.00,4433.9703687,N,12316.3523374,W,4,07,1.8,48.325,M,,,0.75,0244*12
$33GGA,173844.00,4433.9701225,N,12316.3516637,W,4,08,1.3,48.343,M,,,0.34,0244*15
$22GGA,173848.00,4433.9702506,N,12316.3519939,W,4,08,1.3,48.357,M,,,0.63,0244*15
$11GGA,173849.00,4433.9703666,N,12316.3523369,W,4,07,1.8,48.332,M,,,0.55,0244*14
$33GGA,173845.00,4433.9701223,N,12316.3516630,W,4,08,1.3,48.357,M,,,0.73,0244*13
$22GGA,173849.00,4433.9702462,N,12316.3519960,W,4,08,1.3,48.365,M,,,0.33,0244*1F
$11GGA,173850.00,4433.9703674,N,12316.3523376,W,4,07,1.8,48.336,M,,,0.42,0244*13
$33GGA,173846.00,4433.9701230,N,12316.3516658,W,4,08,1.3,48.350,M,,,0.50,0244*1A
$22GGA,173850.00,4433.9702501,N,12316.3519959,W,4,08,1.3,48.365,M,,,0.69,0244*16
$11GGA,173851.00,4433.9703717,N,12316.3523371,W,4,07,1.8,48.342,M,,,0.74,0244*17
$33GGA,173847.00,4433.9701213,N,12316.3516659,W,4,08,1.3,48.353,M,,,0.68,0244*13
$22GGA,173851.00,4433.9702536,N,12316.3519973,W,4,08,1.3,48.370,M,,,0.39,0244*1A
$11GGA,173852.00,4433.9703726,N,12316.3523371,W,4,07,1.8,48.340,M,,,0.61,0244*10
$33GGA,173848.00,4433.9701229,N,12316.3516670,W,4,08,1.3,48.351,M,,,0.51,0244*16
$22GGA,173852.00,4433.9702537,N,12316.3519976,W,4,08,1.3,48.370,M,,,0.69,0244*18
$11GGA,173853.00,4433.9703723,N,12316.3523365,W,4,07,1.8,48.338,M,,,0.40,0244*1D
$33GGA,173849.00,4433.9701240,N,12316.3516671,W,4,08,1.3,48.356,M,,,0.25,0244*1D
$22GGA,173853.00,4433.9702510,N,12316.3519983,W,4,08,1.3,48.361,M,,,0.46,0244*1B
$11GGA,173854.00,4433.9703791,N,12316.3523374,W,4,07,1.8,48.344,M,,,0.75,0244*1E
$33GGA,173850.00,4433.9701220,N,12316.3516675,W,4,08,1.3,48.357,M,,,0.66,0244*11
$22GGA,173854.00,4433.9702568,N,12316.3519995,W,4,08,1.3,48.370,M,,,0.75,0244*14
$11GGA,173855.00,4433.9703796,N,12316.3523355,W,4,07,1.8,48.336,M,,,0.59,0244*10
$33GGA,173851.00,4433.9701242,N,12316.3516696,W,4,08,1.3,48.361,M,,,0.39,0244*16
$22GGA,173855.00,4433.9702527,N,12316.3519983,W,4,08,1.3,48.362,M,,,0.71,0244*1E
$11GGA,173856.00,4433.9703845,N,12316.3523352,W,4,07,1.8,48.344,M,,,0.43,0244*1B
$33GGA,173852.00,4433.9701241,N,12316.3516696,W,4,08,1.3,48.360,M,,,0.71,0244*1B
$22GGA,173856.00,4433.9702552,N,12316.3519996,W,4,08,1.3,48.369,M,,,0.51,0244*12
$11GGA,173857.00,4433.9703802,N,12316.3523356,W,4,07,1.8,48.344,M,,,0.75,0244*18
$33GGA,173853.00,4433.9701254,N,12316.3516684,W,4,08,1.3,48.354,M,,,0.54,0244*1D
$22GGA,173857.00,4433.9702502,N,12316.3519989,W,4,08,1.3,48.364,M,,,0.30,0244*12
$11GGA,173858.00,4433.9703828,N,12316.3523359,W,4,07,1.8,48.341,M,,,0.55,0244*17
$33GGA,173854.00,4433.9701300,N,12316.3516697,W,4,08,1.3,48.361,M,,,0.32,0244*1E
$22GGA,173858.00,4433.9702514,N,12316.3520001,W,4,08,1.3,48.367,M,,,0.70,0244*1E
$11GGA,173859.00,4433.9703882,N,12316.3523355,W,4,07,1.8,48.337,M,,,0.34,0244*1C
$33GGA,173855.00,4433.9701256,N,12316.3516683,W,4,08,1.3,48.353,M,,,0.71,0244*1E
$22GGA,173859.00,4433.9702554,N,12316.3520005,W,4,08,1.3,48.363,M,,,0.46,0244*1E
$11GGA,173900.00,4433.9703890,N,12316.3523334,W,4,07,1.8,48.348,M,,,0.73,0244*1E
$33GGA,173856.00,4433.9701224,N,12316.3516679,W,4,08,1.3,48.351,M,,,0.52,0244*1E
$22GGA,173900.00,4433.9702540,N,12316.3519998,W,4,08,1.3,48.368,M,,,0.73,0244*1C
$11GGA,173901.00,4433.9703832,N,12316.3523328,W,4,08,1.3,48.341,M,,,0.52,0244*14
$33GGA,173857.00,4433.9701196,N,12316.3516674,W,4,08,1.3,48.347,M,,,0.70,0244*1F
$22GGA,173901.00,4433.9702546,N,12316.3519977,W,4,08,1.3,48.371,M,,,0.48,0244*1A
$11GGA,173902.00,4433.9703863,N,12316.3523333,W,4,08,1.3,48.343,M,,,0.40,0244*18
$33GGA,173858.00,4433.9701239,N,12316.3516681,W,4,08,1.3,48.350,M,,,0.50,0244*18
$22GGA,173902.00,4433.9702549,N,12316.3519972,W,4,08,1.3,48.368,M,,,0.26,0244*13
$11GGA,173903.00,4433.9703876,N,12316.3523332,W,4,08,1.3,48.343,M,,,0.75,0244*1A
$33GGA,173859.00,4433.9701282,N,12316.3516685,W,4,08,1.3,48.351,M,,,0.35,0244*1F
$22GGA,173903.00,4433.9702556,N,12316.3519988,W,4,08,1.3,48.361,M,,,0.69,0244*1B
$11GGA,173904.00,4433.9703892,N,12316.3523328,W,4,08,1.3,48.334,M,,,0.59,0244*12
$33GGA,173900.00,4433.9701253,N,12316.3516677,W,4,08,1.3,48.360,M,,,0.70,0244*10
$22GGA,173904.00,4433.9702550,N,12316.3519981,W,4,08,1.3,48.351,M,,,0.44,0244*1F
$11GGA,173905.00,4433.9703871,N,12316.3523337,W,4,08,1.3,48.341,M,,,0.38,0244*15
$33GGA,173901.00,4433.9701251,N,12316.3516671,W,4,08,1.3,48.360,M,,,0.39,0244*18
$22GGA,173905.00,4433.9702541,N,12316.3519990,W,4,08,1.3,48.360,M,,,0.73,0244*18
$11GGA,173906.00,4433.9703878,N,12316.3523348,W,4,08,1.3,48.339,M,,,1.38,0244*19
$33GGA,173902.00,4433.9701265,N,12316.3516667,W,4,08,1.3,48.356,M,,,0.72,0244*11
$22GGA,173906.00,4433.9702527,N,12316.3519987,W,4,08,1.3,48.361,M,,,1.73,0244*1D
$11GGA,173907.00,4433.9703867,N,12316.3523352,W,4,08,1.3,48.339,M,,,0.30,0244*14
$33GGA,173903.00,4433.9701277,N,12316.3516675,W,4,07,1.8,48.351,M,,,0.54,0244*17
$22GGA,173907.00,4433.9702566,N,12316.3519988,W,4,08,1.3,48.366,M,,,0.36,0244*11
$11GGA,173908.00,4433.9703863,N,12316.3523342,W,4,08,1.3,48.338,M,,,0.74,0244*1F
$33GGA,173904.00,4433.9701284,N,12316.3516662,W,4,07,1.8,48.340,M,,,0.29,0244*10
$22GGA,173908.00,4433.9702587,N,12316.3519974,W,4,08,1.3,48.374,M,,,0.69,0244*1B
$11GGA,173909.00,4433.9703882,N,12316.3523360,W,4,08,1.3,48.337,M,,,0.55,0244*1D
$33GGA,173905.00,4433.9701268,N,12316.3516673,W,4,07,1.8,48.349,M,,,0.71,0244*17
$22GGA,173909.00,4433.9702605,N,12316.3519979,W,4,08,1.3,48.375,M,,,0.46,0244*12
$11GGA,173910.00,4433.9703880,N,12316.3523332,W,4,08,1.3,48.332,M,,,0.$33GGA,173955.00,4433.9701232,N,12316.3516656,W,4,07,1.8,48.347,M,,,0.73,0244*16
$22GGA,173958.00,4433.9702623,N,12316.3519995,W,4,08,1.3,48.368,M,,,0.44,0244*1E
$11GGA,173959.00,4433.9703857,N,12316.3523307,W,4,07,1.8,48.348,M,,,0.62,0244*19
$33GGA,173956.00,4433.9701232,N,12316.3516670,W,4,07,1.8,48.349,M,,,0.50,0244*1E
$22GGA,173959.00,4433.9702622,N,12316.3519999,W,4,08,1.3,48.365,M,,,0.73,0244*1B
$11GGA,174000.00,4433.9703884,N,12316.3523312,W,4,07,1.8,48.347,M,,,0.73,0244*1E
$33GGA,173957.00,4433.9701266,N,12316.3516673,W,4,07,1.8,48.351,M,,,0.73,0244*15
$22GGA,174000.00,4433.9702625,N,12316.3520003,W,4,08,1.3,48.363,M,,,0.75,0244*1E
$11GGA,174001.00,4433.9703841,N,12316.3523309,W,4,08,1.3,48.352,M,,,0.49,0244*15
$33GGA,173958.00,4433.9701276,N,12316.3516671,W,4,07,1.8,48.347,M,,,0.46,0244*18
$22GGA,174001.00,4433.9702598,N,12316.3519996,W,4,08,1.3,48.362,M,,,0.53,0244*10
$11GGA,174002.00,4433.9703834,N,12316.3523300,W,4,08,1.3,48.355,M,,,0.69,0244*18
$33GGA,173959.00,4433.9701258,N,12316.3516684,W,4,07,1.8,48.352,M,,,0.73,0244*1D
$22GGA,174002.00,4433.9702601,N,12316.3519979,W,4,08,1.3,48.373,M,,,0.74,0244*14
$11GGA,174003.00,4433.9703834,N,12316.3523285,W,4,07,1.8,48.349,M,,,0.50,0244*16
$33GGA,174000.00,4433.9701263,N,12316.3516692,W,4,07,1.8,48.345,M,,,0.48,0244*1E
$22GGA,174003.00,4433.9702584,N,12316.3519973,W,4,08,1.3,48.368,M,,,0.52,0244*1F
$11GGA,174004.00,4433.9703837,N,12316.3523285,W,4,07,1.8,48.339,M,,,0.75,0244*12
$33GGA,174001.00,4433.9701251,N,12316.3516673,W,4,07,1.8,48.345,M,,,0.72,0244*18
$22GGA,174004.00,4433.9702596,N,12316.3519969,W,4,08,1.3,48.351,M,,,0.75,0244*1F
$11GGA,174005.00,4433.9703838,N,12316.3523262,W,4,07,1.8,48.345,M,,,0.58,0244*11
$33GGA,174002.00,4433.9701259,N,12316.3516659,W,4,07,1.8,48.351,M,,,0.64,0244*19
$22GGA,174005.00,4433.9702588,N,12316.3519951,W,4,08,1.3,48.354,M,,,0.74,0244*1E
$11GGA,174006.00,4433.9703834,N,12316.3523281,W,4,07,1.8,48.348,M,,,0.72,0244*16
$33GGA,174003.00,4433.9701253,N,12316.3516655,W,4,07,1.8,48.353,M,,,0.71,0244*18
$22GGA,174006.00,4433.9702597,N,12316.3519963,W,4,08,1.3,48.362,M,,,0.49,0244*19
$11GGA,174007.00,4433.9703835,N,12316.3523269,W,4,07,1.8,48.346,M,,,0.63,0244*1E
$33GGA,174004.00,4433.9701262,N,12316.3516656,W,4,07,1.8,48.342,M,,,0.26,0244*1C
$22GGA,174007.00,4433.9702597,N,12316.3519962,W,4,08,1.3,48.361,M,,,0.75,0244*15
$11GGA,174008.00,4433.9703827,N,12316.3523279,W,4,07,1.8,48.344,M,,,0.74,0244*17
$33GGA,174005.00,4433.9701269,N,12316.3516646,W,4,07,1.8,48.349,M,,,0.64,0244*1A
$22GGA,174008.00,4433.9702574,N,12316.3519961,W,4,08,1.3,48.359,M,,,0.42,0244*1B
$11GGA,174009.00,4433.9703796,N,12316.3523288,W,4,07,1.8,48.347,M,,,0.46,0244*1F
$33GGA,174006.00,4433.9701278,N,12316.3516655,W,4,07,1.8,48.354,M,,,0.72,0244*10
$22GGA,174009.00,4433.9702570,N,12316.3519973,W,4,08,1.3,48.363,M,,,0.71,0244*14
$11GGA,174010.00,4433.9703806,N,12316.3523287,W,4,07,1.8,48.351,M,,,1.46,0244*18
$33GGA,174007.00,4433.9701260,N,12316.3516654,W,4,07,1.8,48.352,M,,,0.57,0244*18
$22GGA,174010.00,4433.9702566,N,12316.3519976,W,4,08,1.3,48.365,M,,,1.71,0244*19
$11GGA,174011.00,4433.9703854,N,12316.3523284,W,4,07,1.8,48.350,M,,,0.46,0244*1D
$33GGA,174008.00,4433.9701253,N,12316.3516671,W,4,07,1.8,48.353,M,,,0.73,0244*17
$22GGA,174011.00,4433.9702609,N,12316.3519964,W,4,08,1.3,48.358,M,,,0.04,0244*1C
$11GGA,174012.00,4433.9703833,N,12316.3523282,W,4,07,1.8,48.347,M,,,0.75,0244*1F
$33GGA,174009.00,4433.9701229,N,12316.3516662,W,4,07,1.8,48.358,M,,,0.52,0244*11
$22GGA,174012.00,4433.9702585,N,12316.3519964,W,4,08,1.3,48.360,M,,,0.44,0244*17
$11GGA,174013.00,4433.9703847,N,12316.3523313,W,4,07,1.8,48.347,M,,,0.48,0244*1A
$33GGA,174010.00,4433.9701220,N,12316.3516655,W,4,07,1.8,48.360,M,,,1.52,0244*1E
$22GGA,174013.00,4433.9702599,N,12316.3519984,W,4,08,1.3,48.361,M,,,0.73,0244*10
$11GGA,174014.00,4433.9703858,N,12316.3523326,W,4,07,1.8,48.339,M,,,0.75,0244*12
$33GGA,174011.00,4433.9701255,N,12316.3516649,W,4,07,1.8,48.357,M,,,0.25,0244*15
$22GGA,174014.00,4433.9702613,N,12316.3519995,W,4,08,1.3,48.356,M,,,0.50,0244*13
$11GGA,174015.00,4433.9703834,N,12316.3523324,W,4,07,1.8,48.346,M,,,0.66,0244*11
$33GGA,174012.00,4433.9701225,N,12316.3516648,W,4,07,1.8,48.358,M,,,0.66,0244*18
$22GGA,174015.00,4433.9702609,N,12316.3519994,W,4,08,1.3,48.363,M,,,0.73,0244*1F
$11GGA,174016.00,4433.9703850,N,12316.3523351,W,4,07,1.8,48.340,M,,,0.74,0244*17
$33GGA,174013.00,4433.9701208,N,12316.3516672,W,4,07,1.8,48.358,M,,,0.73,0244*1B
$22GGA,174016.00,4433.9702618,N,12316.3520011,W,4,08,1.3,48.360,M,,,0.41,0244*10
$11GGA,174017.00,4433.9703872,N,12316.3523347,W,4,07,1.8,48.339,M,,,0.54,0244*1D
$33GGA,174014.00,4433.9701229,N,12316.3516681,W,4,07,1.8,48.349,M,,,0.50,0244*12
$22GGA,174017.00,4433.9702659,N,12316.3520009,W,4,08,1.3,48.362,M,,,0.73,0244*1E
$11GGA,174018.00,4433.9703835,N,12316.3523302,W,4,07,1.8,48.350,M,,,0.11,0244*1E
$33GGA,174015.00,4433.9701211,N,12316.3516678,W,4,07,1.8,48.356,M,,,0.73,0244*11
$22GGA,174018.00,4433.9702612,N,12316.3519982,W,4,08,1.3,48.360,M,,,1.73,0244*1D
$11GGA,174019.00,4433.9703840,N,12316.3523311,W,4,07,1.8,48.352,M,,,1.11,0244*1C
$33GGA,174016.00,4433.9701208,N,12316.3516694,W,4,07,1.8,48.354,M,,,0.11,0244*1E
$22GGA,174019.00,4433.9702631,N,12316.3520011,W,4,08,1.3,48.359,M,,,0.23,0244*1A
$11GGA,174020.00,4433.9703839,N,12316.3523332,W,4,07,1.8,48.344,M,,,0.34,0244*18
$33GGA,174017.00,4433.9701202,N,12316.3516700,W,4,07,1.8,48.352,M,,,1.11,0244*1E
$22GGA,174020.00,4433.9702626,N,12316.3519997,W,4,08,1.3,48.357,M,,,0.54,0244*15
$11GGA,174021.00,4433.9703798,N,12316.3523341,W,4,07,1.8,48.342,M,,,0.65,0244*1B
$33GGA,174018.00,4433.9701210,N,12316.3516660,W,4,07,1.8,48.345,M,,,0.41,0244*17
$22GGA,174021.00,4433.9702585,N,12316.3519990,W,4,08,1.3,48.351,M,,,0.68,0244*10
$11GGA,174022.00,4433.9703838,N,12316.3523336,W,4,07,1.8,48.349,M,,,0.73,0244*11
$33GGA,174019.00,4433.9701233,N,12316.3516669,W,4,07,1.8,48.348,M,,,0.18,0244*1F
$22GGA,174022.00,4433.9702605,N,12316.3519999,W,4,08,1.3,48.358,M,,,0.43,0244*11
$11GGA,174023.00,4433.9703830,N,12316.3523348,W,4,07,1.8,48.339,M,,,0.48,0244*1E
$33GGA,174020.00,4433.9701213,N,12316.3516669,W,4,07,1.8,48.345,M,,,0.54,0244*12
$22GGA,174023.00,4433.9702596,N,12316.3520004,W,4,08,1.3,48.351,M,,,0.74,0244*13
$11GGA,174024.00,4433.9703866,N,12316.3523351,W,4,07,1.8,48.348,M,,,0.75,0244*1A
$33GGA,174021.00,4433.9701172,N,12316.3516673,W,4,07,1.8,48.342,M,,,0.70,0244*1D
$22GGA,174024.00,4433.9702614,N,12316.3520002,W,4,08,1.3,48.362,M,,,0.52,0244*1F
$11GGA,174025.00,4433.9703831,N,12316.3523338,W,4,07,1.8,48.347,M,,,0.55,0244*1B
$33GGA,174022.00,4433.9701208,N,12316.3516663,W,4,07,1.8,48.344,M,,,0.74,0244*13
$22GGA,174025.00,4433.9702592,N,12316.3519996,W,4,08,1.3,48.356,M,,,0.75,0244*1F
$11GGA,174026.00,4433.9703848,N,12316.3523347,W,4,07,1.8,48.348,M,,,0.74,0244*12
$33GGA,174023.00,4433.9701208,N,12316.3516675,W,4,07,1.8,48.331,M,,,0.54,0244*15
$22GGA,174026.00,4433.9702603,N,12316.3520002,W,4,08,1.3,48.352,M,,,0.49,0244*12
$11GGA,174027.00,4433.9703857,N,12316.3523341,W,4,07,1.8,48.346,M,,,0.54,0244*17
$33GGA,174024.00,4433.9701244,N,12316.3516666,W,4,07,1.8,48.336,M,,,0.74,0244*1D
$22GGA,174027.00,4433.9702609,N,12316.3519997,W,4,08,1.3,48.349,M,,,0.75,0244*13
$11GGA,174028.00,4433.9703841,N,12316.3523333,W,4,07,1.8,48.350,M,,,0.75,0244*1E
$33GGA,174025.00,4433.9701211,N,12316.3516664,W,4,07,1.8,48.339,M,,,0.51,0244*16
$22GGA,174028.00,4433.9702645,N,12316.3519976,W,4,07,1.8,48.335,M,,,0.48,0244*1A
$11GGA,174029.00,4433.9703827,N,12316.3523334,W,4,07,1.8,48.347,M,,,0.64,0244*1E
$33GGA,174026.00,4433.9701243,N,12316.3516674,W,4,07,1.8,48.342,M,,,0.74,0244*18
$22GGA,174029.00,4433.9702629,N,12316.3519982,W,4,07,1.8,48.333,M,,,0.74,0244*13
$11GGA,174030.00,4433.9703838,N,12316.3523339,W,4,07,1.8,48.349,M,,,0.75,0244*1B
$33GGA,174027.00,4433.9701243,N,12316.3516659,W,4,07,1.8,48.337,M,,,0.58,0244*1A
$22GGA,174030.00,4433.9702631,N,12316.3519984,W,4,07,1.8,48.332,M,,,0.71,0244*10
$11GGA,174031.00,4433.9703827,N,12316.3523348,W,4,07,1.8,48.348,M,,,0.49,0244*1C
$33GGA,174028.00,4433.9701228,N,12316.3516657,W,4,07,1.8,48.339,M,,,0.74,0244*16
$22GGA,174031.00,4433.9702642,N,12316.3519979,W,4,07,1.8,48.333,M,,,1.71,0244*17
$11GGA,174032.00,4433.9703842,N,12316.3523316,W,4,07,1.8,48.349,M,,,0.73,0244*1F
$33GGA,174029.00,4433.9701219,N,12316.3516650,W,4,08,1.2,48.335,M,,,0.48,0244*14
$22GGA,174032.00,4433.9702613,N,12316.3519976,W,4,07,1.8,48.334,M,,,0.98,0244*1E
$11GGA,174033.00,4433.9703849,N,12316.3523330,W,4,07,1.8,48.343,M,,,0.50,0244*1A
$33GGA,174030.00,4433.9701217,N,12316.3516653,W,4,08,1.2,48.335,M,,,0.74,0244*1E
$22GGA,174033.00,4433.9702612,N,12316.3519964,W,4,07,1.8,48.327,M,,,0.21,0244*1D
